transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,masked_email,masked_phone,revenue,year,month,product_name_master,category_master,price_master
1227,514,Joshua Cummings,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-07-17,3,Card,0.4,JoshuaCummings@gmail.com,9001958341,successful,J***@gmail.com,******8341,81000.0,2025,July,Microwave,Home Appliances,45000
1228,868,Timothy Henderson,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-07-09,2,UPI,0.05,Timothy78@gmail.com,6565238386,successful,T***@gmail.com,******8386,2470.0,2025,July,Shirt,Clothing,1300
1229,746,James Meyer,103,1300.0,Shirt,Clothing,online,Bangalore,2026-04-09,5,UPI,0.4,JamesMeyer@outlook.com,7718155357,successful,J***@outlook.com,******5357,3900.0,2026,April,Shirt,Clothing,1300
1230,119,Dana Castro,101,250000.0,Laptop,Electronics,offline,Delhi,2026-11-03,1,UPI,0.1,DanaCastro@yahoo.com,9736021072,successful,D***@yahoo.com,******1072,225000.0,2026,November,Laptop,Electronics,250000
1231,366,Kelsey Shelton,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-06-19,2,NetBanking,0.25,KelseyShelton@gmail.com,8643965351,successful,K***@gmail.com,******5351,97500.0,2025,June,Refrigerator,Home Appliances,65000
1232,475,Natalie Andrews,105,45000.0,Tv,Electronics,offline,Mumbai,2026-02-16,4,NetBanking,0.1,NatalieAndrews@outlook.com,7458709248,successful,N***@outlook.com,******9248,162000.0,2026,February,TV,Electronics,45000
1233,68,Stephanie Scott,101,250000.0,Laptop,Electronics,online,Chennai,2025-05-22,4,Card,0.05,Stephanie6@gmail.com,9513920889,successful,S***@gmail.com,******0889,950000.0,2025,May,Laptop,Electronics,250000
1234,402,Patricia Herring,104,8000.0,Shoes,Clothing,online,Bangalore,2025-12-16,5,NetBanking,0.2,Patricia77@gmail.com,8358185134,successful,P***@gmail.com,******5134,32000.0,2025,December,Shoes,Clothing,8000
1235,5,Kathleen Olson,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-04-23,2,UPI,0.35,KathleenOlson@gmail.com,6401699805,successful,K***@gmail.com,******9805,104000.0,2025,April,Sofa,Furniture,80000
1236,563,Robert Baird,105,45000.0,Tv,Electronics,online,Hyderabad,2025-09-07,2,NetBanking,0.15,RobertBaird@gmail.com,6493829200,successful,R***@gmail.com,******9200,76500.0,2025,September,TV,Electronics,45000
1237,798,Amber Murphy,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-06-30,1,NetBanking,0.35,Amber25@gmail.com,7011149807,successful,A***@gmail.com,******9807,29250.0,2025,June,Microwave,Home Appliances,45000
1238,700,Thomas Navarro,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-06-30,3,Card,0.1,ThomasNavarro@yahoo.com,7673080014,successful,T***@yahoo.com,******0014,3510.0,2025,June,Shirt,Clothing,1300
1239,226,Shawn Townsend,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-12-22,4,Cash,0.1,Shawn4@gmail.com,6013272678,successful,S***@gmail.com,******2678,180000.0,2025,December,Dining Table,Furniture,50000
1240,56,Joshua Li,107,50000.0,Dining Table,Furniture,online,Bangalore,2026-01-30,5,UPI,0.1,Joshua89@gmail.com,7095086990,successful,J***@gmail.com,******6990,225000.0,2026,January,Dining Table,Furniture,50000
1241,100,Thomas Walker,106,80000.0,Sofa,Furniture,online,Delhi,2026-03-12,2,Card,0.1,ThomasWalker@yahoo.com,6417134824,successful,T***@yahoo.com,******4824,144000.0,2026,March,Sofa,Furniture,80000
1242,945,Misty Parker,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-08-12,4,NetBanking,0.05,Misty47@gmail.com,6061858545,successful,M***@gmail.com,******8545,247000.0,2025,August,Refrigerator,Home Appliances,65000
1243,992,William Rose,106,80000.0,Sofa,Furniture,online,Hyderabad,2025-11-29,3,UPI,0.05,William30@gmail.com,6993050906,successful,W***@gmail.com,******0906,228000.0,2025,November,Sofa,Furniture,80000
1244,291,Jerry Freeman,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-04-30,4,UPI,0.25,JerryFreeman@gmail.com,8189681801,successful,J***@gmail.com,******1801,45000.0,2025,April,Mixer Grinder,Home Appliances,15000
1245,210,Cynthia Pugh,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2025-12-23,5,UPI,0.1,CynthiaPugh@yahoo.com,9102933687,successful,C***@yahoo.com,******3687,67500.0,2025,December,Mixer Grinder,Home Appliances,15000
1246,633,Julie Jackson,103,1300.0,Shirt,Clothing,offline,Delhi,2025-07-05,5,Cash,0.25,Julie50@gmail.com,7168243701,successful,J***@gmail.com,******3701,4875.0,2025,July,Shirt,Clothing,1300
1247,603,Shawn Roberson,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-07-11,1,UPI,0.15,ShawnRoberson@gmail.com,6400752575,successful,S***@gmail.com,******2575,38250.0,2025,July,Microwave,Home Appliances,45000
1248,338,Lisa Garrison,101,250000.0,Laptop,Electronics,offline,Delhi,2025-04-25,2,NetBanking,0.25,LisaGarrison@outlook.com,6733039437,successful,L***@outlook.com,******9437,375000.0,2025,April,Laptop,Electronics,250000
1249,833,Shawn Cooper,105,45000.0,Tv,Electronics,offline,Chennai,2025-12-31,1,NetBanking,0.1,ShawnCooper@gmail.com,6896669509,successful,S***@gmail.com,******9509,40500.0,2025,December,TV,Electronics,45000
1249,833,Shawn Cooper,105,45000.0,Tv,Electronics,offline,Chennai,2025-12-31,1,NetBanking,0.1,ShawnCooper@gmail.com,6896669509,failed,S***@gmail.com,******9509,40500.0,2025,December,TV,Electronics,45000
1250,275,Edward Beck,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2025-04-27,4,NetBanking,0.15,EdwardBeck@yahoo.com,8702404934,successful,E***@yahoo.com,******4934,153000.0,2025,April,Microwave,Home Appliances,45000
1251,101,Craig Ray,101,250000.0,Laptop,Electronics,online,Delhi,2025-09-07,3,Card,0.05,CraigRay@gmail.com,8307595516,successful,C***@gmail.com,******5516,712500.0,2025,September,Laptop,Electronics,250000
1252,353,Rachel Velasquez,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-04-12,3,UPI,0.4,RachelVelasquez@outlook.com,6791175596,successful,R***@outlook.com,******5596,14400.0,2025,April,Shoes,Clothing,8000
1253,84,Paul Pacheco,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-12-30,4,Cash,0.05,PaulPacheco@outlook.com,6774884257,successful,P***@outlook.com,******4257,171000.0,2025,December,Microwave,Home Appliances,45000
1254,619,Angelica Wood,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2026-02-22,3,NetBanking,0.2,AngelicaWood@outlook.com,9231454769,successful,A***@outlook.com,******4769,36000.0,2026,February,Mixer Grinder,Home Appliances,15000
1255,537,Ernest Meyers,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-06-28,3,UPI,0.2,Ernest39@gmail.com,8049889488,successful,E***@gmail.com,******9488,36000.0,2025,June,Mixer Grinder,Home Appliances,15000
1256,458,Jared Lane,102,70000.0,Phone,Electronics,online,Hyderabad,2025-05-06,1,UPI,0.15,JaredLane@gmail.com,7421522658,successful,J***@gmail.com,******2658,59500.0,2025,May,Phone,Electronics,70000
1257,582,Kristin Bradley,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-10-22,2,Cash,0.05,Kristin95@gmail.com,7489521944,successful,K***@gmail.com,******1944,15200.0,2025,October,Shoes,Clothing,8000
1258,969,Keith Woods,102,70000.0,Phone,Electronics,online,Chennai,2025-10-22,2,UPI,0.4,KeithWoods@yahoo.com,7737305957,successful,K***@yahoo.com,******5957,84000.0,2025,October,Phone,Electronics,70000
1259,458,Jared Lane,105,45000.0,Tv,Electronics,online,Hyderabad,2025-09-26,1,Cash,0.25,JaredLane@gmail.com,7421522658,successful,J***@gmail.com,******2658,33750.0,2025,September,TV,Electronics,45000
1260,7,John Edwards,110,45000.0,Microwave,Home Appliances,online,Delhi,2026-02-04,4,NetBanking,0.15,JohnEdwards@outlook.com,9737526576,successful,J***@outlook.com,******6576,153000.0,2026,February,Microwave,Home Appliances,45000
1261,980,Alexis Andrews,105,45000.0,Tv,Electronics,offline,Delhi,2026-10-02,4,Card,0.05,Alexis8@gmail.com,9601673841,successful,A***@gmail.com,******3841,171000.0,2026,October,TV,Electronics,45000
1262,590,Christine Brown,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2025-07-03,1,UPI,0.25,Christine97@gmail.com,9924989553,successful,C***@gmail.com,******9553,11250.0,2025,July,Mixer Grinder,Home Appliances,15000
1262,590,Christine Brown,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2025-07-03,1,UPI,0.25,Christine97@gmail.com,9924989553,failed,C***@gmail.com,******9553,11250.0,2025,July,Mixer Grinder,Home Appliances,15000
1263,412,Nicole Ray,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-04-16,4,Cash,0.4,NicoleRay@yahoo.com,9261922020,successful,N***@yahoo.com,******2020,19200.0,2025,April,Shoes,Clothing,8000
1264,159,Patrick Lucas,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-12-21,3,NetBanking,0.4,PatrickLucas@gmail.com,7641363339,successful,P***@gmail.com,******3339,27000.0,2025,December,Mixer Grinder,Home Appliances,15000
1265,500,Katelyn Garza,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-11-16,1,Card,0.35,KatelynGarza@yahoo.com,6200950083,successful,K***@yahoo.com,******0083,29250.0,2025,November,Microwave,Home Appliances,45000
1265,500,Katelyn Garza,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-11-16,1,Card,0.35,KatelynGarza@yahoo.com,6200950083,failed,K***@yahoo.com,******0083,29250.0,2025,November,Microwave,Home Appliances,45000
1266,304,Aaron Moore,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-09-17,3,UPI,0.35,AaronMoore@outlook.com,8724496246,successful,A***@outlook.com,******6246,29250.0,2025,September,Mixer Grinder,Home Appliances,15000
1267,313,Mary Lowe,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2026-01-20,3,Card,0.35,MaryLowe@outlook.com,6672302640,successful,M***@outlook.com,******2640,29250.0,2026,January,Mixer Grinder,Home Appliances,15000
1269,984,Janet Long,102,70000.0,Phone,Electronics,online,Bangalore,2026-04-11,4,Cash,0.25,JanetLong@yahoo.com,9528386095,successful,J***@yahoo.com,******6095,210000.0,2026,April,Phone,Electronics,70000
1270,719,Michelle Bates,101,250000.0,Laptop,Electronics,online,Chennai,2026-03-08,4,UPI,0.05,Michelle79@gmail.com,7432904312,successful,M***@gmail.com,******4312,950000.0,2026,March,Laptop,Electronics,250000
1271,283,Anna Bernard,110,45000.0,Microwave,Home Appliances,offline,Chennai,2026-01-19,2,NetBanking,0.3,AnnaBernard@gmail.com,7726984842,successful,A***@gmail.com,******4842,62999.99999999999,2026,January,Microwave,Home Appliances,45000
1272,685,David Mcgee,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2025-05-12,3,Card,0.3,David38@gmail.com,9760301121,successful,D***@gmail.com,******1121,31499.999999999996,2025,May,Mixer Grinder,Home Appliances,15000
1274,468,Sonya Watts,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2025-09-18,1,UPI,0.35,SonyaWatts@yahoo.com,9095796164,successful,S***@yahoo.com,******6164,42250.0,2025,September,Refrigerator,Home Appliances,65000
1275,801,Brandi Bryan,104,8000.0,Shoes,Clothing,online,Delhi,2026-02-06,5,NetBanking,0.15,Brandi31@gmail.com,7456816583,successful,B***@gmail.com,******6583,34000.0,2026,February,Shoes,Clothing,8000
1276,816,Erika Martin,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-08-21,2,UPI,0.2,ErikaMartin@yahoo.com,7021501945,successful,E***@yahoo.com,******1945,80000.0,2025,August,Dining Table,Furniture,50000
1277,419,William Taylor,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-09-25,4,Cash,0.35,WilliamTaylor@yahoo.com,8507507668,successful,W***@yahoo.com,******7668,20800.0,2025,September,Shoes,Clothing,8000
1278,103,Mathew Perkins,110,45000.0,Microwave,Home Appliances,offline,Delhi,2026-08-01,2,Card,0.15,MathewPerkins@outlook.com,8271218766,successful,M***@outlook.com,******8766,76500.0,2026,August,Microwave,Home Appliances,45000
1279,462,Steven Perry,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-06-09,1,Cash,0.25,StevenPerry@yahoo.com,6972623279,successful,S***@yahoo.com,******3279,6000.0,2025,June,Shoes,Clothing,8000
1280,782,Monique Davis,110,45000.0,Microwave,Home Appliances,offline,Chennai,2026-03-27,1,NetBanking,0.1,MoniqueDavis@gmail.com,6797654485,successful,M***@gmail.com,******4485,40500.0,2026,March,Microwave,Home Appliances,45000
1281,346,Erin Frye,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-09-23,2,Cash,0.35,ErinFrye@yahoo.com,6265675711,successful,E***@yahoo.com,******5711,19500.0,2025,September,Mixer Grinder,Home Appliances,15000
1282,837,Peter Maxwell,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-09-11,4,Cash,0.3,PeterMaxwell@yahoo.com,8723896608,successful,P***@yahoo.com,******6608,125999.99999999999,2025,September,Microwave,Home Appliances,45000
1283,797,Anthony Martinez,103,1300.0,Shirt,Clothing,online,Bangalore,2025-12-28,1,UPI,0.15,Anthony41@gmail.com,7004300534,successful,A***@gmail.com,******0534,1105.0,2025,December,Shirt,Clothing,1300
1284,65,Sarah Jackson,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2026-02-20,1,NetBanking,0.2,SarahJackson@gmail.com,7520827407,successful,S***@gmail.com,******7407,52000.0,2026,February,Refrigerator,Home Appliances,65000
1285,546,Angel Gibson,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-08-10,1,Card,0.25,AngelGibson@outlook.com,8859591227,successful,A***@outlook.com,******1227,975.0,2025,August,Shirt,Clothing,1300
1286,518,Alexander Davenport,105,45000.0,Tv,Electronics,online,Bangalore,2025-04-16,3,Card,0.2,AlexanderDavenport@yahoo.com,9219449276,successful,A***@yahoo.com,******9276,108000.0,2025,April,TV,Electronics,45000
1287,600,James Schaefer,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-11-16,1,Card,0.05,James62@gmail.com,9201434220,successful,J***@gmail.com,******4220,47500.0,2025,November,Dining Table,Furniture,50000
1288,509,Valerie Brooks,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2025-07-27,3,Card,0.1,Valerie69@gmail.com,7736225947,successful,V***@gmail.com,******5947,175500.0,2025,July,Refrigerator,Home Appliances,65000
1289,902,Logan Reyes,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-06-30,5,UPI,0.1,LoganReyes@outlook.com,9203392031,successful,L***@outlook.com,******2031,5850.0,2025,June,Shirt,Clothing,1300
1290,936,Brian Larson,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-04-24,4,NetBanking,0.05,BrianLarson@yahoo.com,9082928514,successful,B***@yahoo.com,******8514,4940.0,2025,April,Shirt,Clothing,1300
1291,446,Scott Smith,101,250000.0,Laptop,Electronics,online,Bangalore,2025-10-29,5,NetBanking,0.15,Scott26@gmail.com,8592390183,successful,S***@gmail.com,******0183,1062500.0,2025,October,Laptop,Electronics,250000
1292,762,Linda Webb,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2025-12-05,1,UPI,0.2,LindaWebb@yahoo.com,7051791908,successful,L***@yahoo.com,******1908,12000.0,2025,December,Mixer Grinder,Home Appliances,15000
1293,981,Christine Harper,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2025-08-14,3,NetBanking,0.3,Christine61@gmail.com,6859295939,successful,C***@gmail.com,******5939,136500.0,2025,August,Refrigerator,Home Appliances,65000
1294,636,Christopher Clark,103,1300.0,Shirt,Clothing,online,Mumbai,2025-11-11,3,Card,0.4,Christopher93@gmail.com,7656982866,successful,C***@gmail.com,******2866,2340.0,2025,November,Shirt,Clothing,1300
1295,820,Mary Goodwin,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2026-12-01,5,Card,0.15,MaryGoodwin@yahoo.com,8576869201,successful,M***@yahoo.com,******9201,276250.0,2026,December,Refrigerator,Home Appliances,65000
1296,791,April Anderson,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2026-02-04,2,Card,0.35,AprilAnderson@gmail.com,8644446529,successful,A***@gmail.com,******6529,58500.0,2026,February,Microwave,Home Appliances,45000
1297,393,Shannon Alvarez,102,70000.0,Phone,Electronics,offline,Mumbai,2026-04-06,2,UPI,0.4,ShannonAlvarez@gmail.com,9564682230,successful,S***@gmail.com,******2230,84000.0,2026,April,Phone,Electronics,70000
1298,640,Carrie Jacobson,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-12-24,1,NetBanking,0.2,CarrieJacobson@outlook.com,7271002507,successful,C***@outlook.com,******2507,12000.0,2025,December,Mixer Grinder,Home Appliances,15000
1299,628,Kelly Turner,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-04-23,5,Card,0.4,KellyTurner@gmail.com,8102485626,successful,K***@gmail.com,******5626,135000.0,2025,April,Microwave,Home Appliances,45000
1300,291,Jerry Freeman,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-09-03,4,Card,0.3,JerryFreeman@gmail.com,8189681801,successful,J***@gmail.com,******1801,140000.0,2025,September,Dining Table,Furniture,50000
1301,59,Mathew Jackson,106,80000.0,Sofa,Furniture,online,Hyderabad,2025-07-11,1,UPI,0.15,Mathew53@gmail.com,7446792008,successful,M***@gmail.com,******2008,68000.0,2025,July,Sofa,Furniture,80000
1302,865,Jessica Patterson,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2025-07-01,3,Cash,0.25,JessicaPatterson@outlook.com,9396230460,successful,J***@outlook.com,******0460,33750.0,2025,July,Mixer Grinder,Home Appliances,15000
1303,640,Carrie Jacobson,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-12-30,5,Card,0.1,CarrieJacobson@outlook.com,7271002507,successful,C***@outlook.com,******2507,67500.0,2025,December,Mixer Grinder,Home Appliances,15000
1304,219,Alexander Phillips,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-11-25,1,NetBanking,0.3,Alexander92@gmail.com,7235649492,successful,A***@gmail.com,******9492,10500.0,2025,November,Mixer Grinder,Home Appliances,15000
1305,326,Deborah Reyes,110,45000.0,Microwave,Home Appliances,offline,Delhi,2025-09-14,4,Card,0.35,DeborahReyes@outlook.com,7352477757,successful,D***@outlook.com,******7757,117000.0,2025,September,Microwave,Home Appliances,45000
1306,984,Janet Long,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2026-02-08,3,NetBanking,0.35,JanetLong@yahoo.com,9528386095,successful,J***@yahoo.com,******6095,87750.0,2026,February,Microwave,Home Appliances,45000
1307,667,Kelsey Mendoza,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-06-06,3,Card,0.25,KelseyMendoza@outlook.com,7562379912,successful,K***@outlook.com,******9912,562500.0,2025,June,Laptop,Electronics,250000
1308,581,Lindsey Tran,107,50000.0,Dining Table,Furniture,online,Delhi,2025-08-29,4,NetBanking,0.2,Lindsey58@gmail.com,6225134624,successful,L***@gmail.com,******4624,160000.0,2025,August,Dining Table,Furniture,50000
1309,139,Melissa Peterson,101,250000.0,Laptop,Electronics,online,Mumbai,2025-07-23,3,Card,0.2,MelissaPeterson@outlook.com,8721382133,successful,M***@outlook.com,******2133,600000.0,2025,July,Laptop,Electronics,250000
1310,341,Cory Alvarado,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-11-17,3,Cash,0.35,CoryAlvarado@outlook.com,7632639155,successful,C***@outlook.com,******9155,97500.0,2025,November,Dining Table,Furniture,50000
1311,949,Madison Goodwin,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2025-05-28,1,Card,0.05,MadisonGoodwin@yahoo.com,8574790493,successful,M***@yahoo.com,******0493,61750.0,2025,May,Refrigerator,Home Appliances,65000
1312,221,David Hart,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-11-30,2,UPI,0.1,David97@gmail.com,9763541312,successful,D***@gmail.com,******1312,126000.0,2025,November,Phone,Electronics,70000
1313,968,Keith Davis,106,80000.0,Sofa,Furniture,offline,Hyderabad,2026-01-14,4,UPI,0.05,KeithDavis@yahoo.com,6310144512,successful,K***@yahoo.com,******4512,304000.0,2026,January,Sofa,Furniture,80000
1314,412,Nicole Ray,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2026-03-27,1,UPI,0.2,NicoleRay@yahoo.com,9261922020,successful,N***@yahoo.com,******2020,12000.0,2026,March,Mixer Grinder,Home Appliances,15000
1315,362,David Wells,101,250000.0,Laptop,Electronics,online,Bangalore,2026-02-28,1,Card,0.1,DavidWells@yahoo.com,7619729722,successful,D***@yahoo.com,******9722,225000.0,2026,February,Laptop,Electronics,250000
1315,362,David Wells,101,250000.0,Laptop,Electronics,online,Bangalore,2026-02-28,1,Card,0.1,DavidWells@yahoo.com,7619729722,failed,D***@yahoo.com,******9722,225000.0,2026,February,Laptop,Electronics,250000
1316,359,Ryan Williams,110,45000.0,Microwave,Home Appliances,offline,Delhi,2026-03-29,2,NetBanking,0.25,RyanWilliams@gmail.com,6381855599,successful,R***@gmail.com,******5599,67500.0,2026,March,Microwave,Home Appliances,45000
1317,103,Mathew Perkins,102,70000.0,Phone,Electronics,online,Delhi,2025-12-03,5,Card,0.15,MathewPerkins@outlook.com,8271218766,successful,M***@outlook.com,******8766,297500.0,2025,December,Phone,Electronics,70000
1318,300,Tiffany Miller,104,8000.0,Shoes,Clothing,offline,Hyderabad,2026-07-04,1,Card,0.05,TiffanyMiller@outlook.com,6828480297,successful,T***@outlook.com,******0297,7600.0,2026,July,Shoes,Clothing,8000
1319,873,Tracy Bass,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2025-12-23,3,Cash,0.05,TracyBass@outlook.com,6881058034,successful,T***@outlook.com,******8034,142500.0,2025,December,Dining Table,Furniture,50000
1320,773,Gerald Cox,107,50000.0,Dining Table,Furniture,offline,Mumbai,2026-03-01,2,NetBanking,0.15,GeraldCox@gmail.com,7170464312,successful,G***@gmail.com,******4312,85000.0,2026,March,Dining Table,Furniture,50000
1321,290,Megan Carter,105,45000.0,Tv,Electronics,offline,Chennai,2025-12-21,3,Card,0.25,MeganCarter@yahoo.com,6205851923,successful,M***@yahoo.com,******1923,101250.0,2025,December,TV,Electronics,45000
1322,145,Michael Hendrix,103,1300.0,Shirt,Clothing,offline,Delhi,2026-04-02,4,Card,0.2,MichaelHendrix@outlook.com,6964491396,successful,M***@outlook.com,******1396,4160.0,2026,April,Shirt,Clothing,1300
1323,244,Frederick Gonzalez,110,45000.0,Microwave,Home Appliances,offline,Chennai,2026-10-04,5,NetBanking,0.25,FrederickGonzalez@outlook.com,7865581750,successful,F***@outlook.com,******1750,168750.0,2026,October,Microwave,Home Appliances,45000
1324,22,James Walters,110,45000.0,Microwave,Home Appliances,online,Chennai,2026-02-07,3,UPI,0.25,James10@gmail.com,6590464842,successful,J***@gmail.com,******4842,101250.0,2026,February,Microwave,Home Appliances,45000
1325,487,Mark Thompson,105,45000.0,Tv,Electronics,online,Hyderabad,2025-04-17,3,NetBanking,0.15,MarkThompson@yahoo.com,6856603888,successful,M***@yahoo.com,******3888,114750.0,2025,April,TV,Electronics,45000
1326,628,Kelly Turner,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-12-08,1,Card,0.25,KellyTurner@gmail.com,8102485626,successful,K***@gmail.com,******5626,48750.0,2025,December,Refrigerator,Home Appliances,65000
1327,185,Sarah Cohen,103,1300.0,Shirt,Clothing,online,Mumbai,2025-06-02,1,NetBanking,0.2,SarahCohen@outlook.com,8825874728,successful,S***@outlook.com,******4728,1040.0,2025,June,Shirt,Clothing,1300
1328,327,Chris Parsons,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-10-29,5,UPI,0.05,ChrisParsons@gmail.com,6318636561,successful,C***@gmail.com,******6561,308750.0,2025,October,Refrigerator,Home Appliances,65000
1329,103,Mathew Perkins,105,45000.0,Tv,Electronics,offline,Delhi,2026-01-22,2,Card,0.4,MathewPerkins@outlook.com,8271218766,successful,M***@outlook.com,******8766,54000.0,2026,January,TV,Electronics,45000
1330,644,John Parrish,101,250000.0,Laptop,Electronics,offline,Delhi,2025-06-10,2,Card,0.05,JohnParrish@gmail.com,7075517481,successful,J***@gmail.com,******7481,475000.0,2025,June,Laptop,Electronics,250000
1331,432,Charles Nelson,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-08-12,2,Cash,0.05,CharlesNelson@yahoo.com,9047961774,successful,C***@yahoo.com,******1774,85500.0,2025,August,Microwave,Home Appliances,45000
1332,319,Kristen Richards,104,8000.0,Shoes,Clothing,offline,Delhi,2025-08-26,4,NetBanking,0.25,Kristen65@gmail.com,6399167211,successful,K***@gmail.com,******7211,24000.0,2025,August,Shoes,Clothing,8000
1332,319,Kristen Richards,104,8000.0,Shoes,Clothing,offline,Delhi,2025-08-26,4,NetBanking,0.25,Kristen65@gmail.com,6399167211,failed,K***@gmail.com,******7211,24000.0,2025,August,Shoes,Clothing,8000
1333,772,Katelyn Gregory,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-11-20,1,Cash,0.1,KatelynGregory@outlook.com,8444571958,successful,K***@outlook.com,******1958,45000.0,2025,November,Dining Table,Furniture,50000
1334,521,Christopher Colon,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-02-09,4,Card,0.1,ChristopherColon@gmail.com,9064299928,successful,C***@gmail.com,******9928,162000.0,2025,February,TV,Electronics,45000
1335,11,James Leblanc,102,70000.0,Phone,Electronics,offline,Delhi,2026-02-18,2,Cash,0.35,James92@gmail.com,8278100360,successful,J***@gmail.com,******0360,91000.0,2026,February,Phone,Electronics,70000
1336,435,Wendy Robinson,105,45000.0,Tv,Electronics,online,Delhi,2025-09-19,2,Card,0.05,WendyRobinson@gmail.com,7891934454,successful,W***@gmail.com,******4454,85500.0,2025,September,TV,Electronics,45000
1337,188,Allison Oliver,105,45000.0,Tv,Electronics,online,Hyderabad,2026-01-22,4,Card,0.2,AllisonOliver@gmail.com,9833717624,successful,A***@gmail.com,******7624,144000.0,2026,January,TV,Electronics,45000
1338,952,Jennifer Franklin,105,45000.0,Tv,Electronics,online,Chennai,2025-04-19,1,NetBanking,0.05,JenniferFranklin@gmail.com,6825119414,successful,J***@gmail.com,******9414,42750.0,2025,April,TV,Electronics,45000
1339,70,David Parker,102,70000.0,Phone,Electronics,online,Delhi,2025-12-07,4,Card,0.4,DavidParker@gmail.com,8033772107,successful,D***@gmail.com,******2107,168000.0,2025,December,Phone,Electronics,70000
1340,936,Brian Larson,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-08-03,1,NetBanking,0.35,BrianLarson@yahoo.com,9082928514,successful,B***@yahoo.com,******8514,52000.0,2025,August,Sofa,Furniture,80000
1341,683,Lauren Diaz,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-07-23,5,NetBanking,0.3,LaurenDiaz@outlook.com,8162887000,successful,L***@outlook.com,******7000,52500.0,2025,July,Mixer Grinder,Home Appliances,15000
1342,558,Bryan Phelps,104,8000.0,Shoes,Clothing,online,Chennai,2025-06-23,1,Cash,0.4,BryanPhelps@gmail.com,8827603862,successful,B***@gmail.com,******3862,4800.0,2025,June,Shoes,Clothing,8000
